"ALT","SEX","METHOD","OT","BD","OFFSET","HUNTER","MONTH","MONTHCALENDAR","YEAR","HUNTER.MONTH"
"3","Male","Escopeta",0,0,2,"HUNT35",32,8,2013,"HUNT35 32"
"4","Female","Trampa",1,1,2,"HUNT35",32,8,2013,"HUNT35 32"
"3","Female","Trampa",3,1,2,"HUNT35",32,8,2013,"HUNT35 32"
"4","Male","Trampa",0,4,2,"HUNT35",32,8,2013,"HUNT35 32"
"3","Male","Trampa",2,0,2,"HUNT35",32,8,2013,"HUNT35 32"
"4","Male","Trampa",0,6,3,"HUNT36",2,9,2010,"HUNT36 2"
"4","Female","Trampa",0,7,3,"HUNT36",2,9,2010,"HUNT36 2"
"4","Female","Trampa",0,3,1,"HUNT36",3,10,2010,"HUNT36 3"
"3","Female","Trampa",0,5,5,"HUNT36",13,10,2011,"HUNT36 13"
"2","Female","Trampa",3,6,5,"HUNT36",13,10,2011,"HUNT36 13"
"3","Male","Trampa",1,1,5,"HUNT36",13,10,2011,"HUNT36 13"
"2","Male","Trampa",6,2,5,"HUNT36",13,10,2011,"HUNT36 13"
"3","Female","Trampa",0,1,4,"HUNT36",14,11,2011,"HUNT36 14"
"2","Female","Trampa",10,6,4,"HUNT36",14,11,2011,"HUNT36 14"
"3","Male","Trampa",0,0,4,"HUNT36",14,11,2011,"HUNT36 14"
"2","Male","Trampa",4,4,4,"HUNT36",14,11,2011,"HUNT36 14"
"2","Female","Trampa",3,0,4,"HUNT36",15,12,2011,"HUNT36 15"
"1","Female","Trampa",10,1,4,"HUNT36",15,12,2011,"HUNT36 15"
"2","Male","Trampa",0,3,4,"HUNT36",15,12,2011,"HUNT36 15"
"1","Male","Trampa",6,2,4,"HUNT36",15,12,2011,"HUNT36 15"
"2","Male","Trampa",9,6,5,"HUNT36",16,1,2012,"HUNT36 16"
"2","Female","Trampa",16,4,5,"HUNT36",16,1,2012,"HUNT36 16"
"2","Female","Trampa",18,2,4,"HUNT36",17,3,2012,"HUNT36 17"
"2","Male","Trampa",4,0,4,"HUNT36",17,3,2012,"HUNT36 17"
"2","Female","Trampa",5,5,3,"HUNT36",18,4,2012,"HUNT36 18"
"1","Female","Trampa",1,0,3,"HUNT36",18,4,2012,"HUNT36 18"
"3","Female","Trampa",0,4,3,"HUNT36",18,4,2012,"HUNT36 18"
"2","Male","Trampa",4,0,3,"HUNT36",18,4,2012,"HUNT36 18"
"1","Male","Trampa",1,0,3,"HUNT36",18,4,2012,"HUNT36 18"
"3","Male","Trampa",0,1,3,"HUNT36",18,4,2012,"HUNT36 18"
"2","Male","Trampa",3,3,3,"HUNT36",19,5,2012,"HUNT36 19"
"2","Female","Trampa",12,1,3,"HUNT36",19,5,2012,"HUNT36 19"
"5","Female","Trampa",0,13,4,"HUNT36",20,6,2012,"HUNT36 20"
"2","Female","Trampa",2,2,4,"HUNT36",20,6,2012,"HUNT36 20"
"5","Male","Trampa",1,6,4,"HUNT36",20,6,2012,"HUNT36 20"
"2","Male","Trampa",1,2,4,"HUNT36",20,6,2012,"HUNT36 20"
"2","Male","Trampa",0,4,3,"HUNT36",21,7,2012,"HUNT36 21"
"5","Male","Trampa",0,2,3,"HUNT36",21,7,2012,"HUNT36 21"
"2","Female","Trampa",1,7,3,"HUNT36",21,7,2012,"HUNT36 21"
"5","Female","Trampa",1,3,3,"HUNT36",21,7,2012,"HUNT36 21"
"5","Female","Trampa",0,9,3,"HUNT36",22,8,2012,"HUNT36 22"
"2","Female","Trampa",2,1,3,"HUNT36",22,8,2012,"HUNT36 22"
"5","Male","Trampa",0,4,3,"HUNT36",22,8,2012,"HUNT36 22"
"2","Male","Trampa",0,1,3,"HUNT36",22,8,2012,"HUNT36 22"
"2","Female","Trampa",8,3,3,"HUNT36",23,10,2012,"HUNT36 23"
"2","Male","Trampa",1,5,3,"HUNT36",23,10,2012,"HUNT36 23"
"2","Female","Trampa",8,6,3,"HUNT36",24,11,2012,"HUNT36 24"
"2","Male","Trampa",1,2,3,"HUNT36",24,11,2012,"HUNT36 24"
"2","Female","Trampa",8,2,2,"HUNT36",25,12,2012,"HUNT36 25"
"2","Male","Trampa",1,2,2,"HUNT36",25,12,2012,"HUNT36 25"
"2","Female","Trampa",1,0,1,"HUNT36",32,8,2013,"HUNT36 32"
"2","Male","Trampa",0,0,1,"HUNT36",32,8,2013,"HUNT36 32"
"5","Female","Escopeta",5,1,2,"HUNT37",1,8,2010,"HUNT37 1"
"5","Male","Escopeta",3,1,2,"HUNT37",1,8,2010,"HUNT37 1"
"5","Female","Trampa",1,3,2,"HUNT37",1,8,2010,"HUNT37 1"
"5","Male","Trampa",0,3,2,"HUNT37",1,8,2010,"HUNT37 1"
"5","Female","Trampa",0,12,2,"HUNT37",2,9,2010,"HUNT37 2"
"5","Male","Trampa",0,5,2,"HUNT37",2,9,2010,"HUNT37 2"
"5","Female","Escopeta",3,0,2,"HUNT37",2,9,2010,"HUNT37 2"
"5","Male","Escopeta",0,0,2,"HUNT37",2,9,2010,"HUNT37 2"
"5","Female","Trampa",0,3,1,"HUNT37",3,10,2010,"HUNT37 3"
"5","Male","Trampa",0,3,1,"HUNT37",3,10,2010,"HUNT37 3"
"5","Female","Escopeta",0,2,1,"HUNT37",3,10,2010,"HUNT37 3"
"5","Male","Escopeta",1,2,1,"HUNT37",3,10,2010,"HUNT37 3"
"5","Female","Trampa",0,4,1,"HUNT37",4,11,2010,"HUNT37 4"
"5","Male","Trampa",0,2,1,"HUNT37",4,11,2010,"HUNT37 4"
"5","Female","Trampa",1,4,1,"HUNT37",5,12,2010,"HUNT37 5"
"5","Male","Trampa",0,3,1,"HUNT37",5,12,2010,"HUNT37 5"
"5","Female","Trampa",0,16,3,"HUNT37",6,1,2011,"HUNT37 6"
"5","Male","Trampa",0,10,3,"HUNT37",6,1,2011,"HUNT37 6"
"5","Female","Trampa",0,11,2,"HUNT37",8,5,2011,"HUNT37 8"
"5","Male","Trampa",0,6,2,"HUNT37",8,5,2011,"HUNT37 8"
"5","Female","Trampa",2,7,1,"HUNT37",9,6,2011,"HUNT37 9"
"5","Female","Trampa",1,2,1,"HUNT37",10,7,2011,"HUNT37 10"
"5","Male","Trampa",0,4,1,"HUNT37",10,7,2011,"HUNT37 10"
"5","Female","Trampa",0,7,1,"HUNT37",11,8,2011,"HUNT37 11"
"5","Male","Trampa",0,4,1,"HUNT37",11,8,2011,"HUNT37 11"
"5","Female","Trampa",0,3,1,"HUNT37",15,12,2011,"HUNT37 15"
"5","Male","Trampa",0,2,1,"HUNT37",15,12,2011,"HUNT37 15"
"5","Female","Escopeta",2,1,1,"HUNT37",15,12,2011,"HUNT37 15"
"5","Male","Escopeta",0,0,1,"HUNT37",15,12,2011,"HUNT37 15"
"5","Female","Trampa",2,2,1,"HUNT37",17,3,2012,"HUNT37 17"
"5","Male","Trampa",0,4,1,"HUNT37",17,3,2012,"HUNT37 17"
"5","Female","Trampa",1,9,2,"HUNT37",21,7,2012,"HUNT37 21"
"5","Male","Trampa",0,9,2,"HUNT37",21,7,2012,"HUNT37 21"
"5","Female","Trampa",0,8,1,"HUNT37",22,8,2012,"HUNT37 22"
"5","Male","Trampa",0,2,1,"HUNT37",22,8,2012,"HUNT37 22"
"5","Female","Trampa",0,13,2,"HUNT37",23,10,2012,"HUNT37 23"
"5","Male","Trampa",1,6,2,"HUNT37",23,10,2012,"HUNT37 23"
"5","Female","Trampa",2,7,1,"HUNT37",25,12,2012,"HUNT37 25"
"5","Male","Trampa",0,0,1,"HUNT37",25,12,2012,"HUNT37 25"
"5","Female","Trampa",0,2,1,"HUNT37",26,2,2013,"HUNT37 26"
"5","Male","Trampa",0,2,1,"HUNT37",26,2,2013,"HUNT37 26"
"5","Female","Trampa",0,6,1,"HUNT37",27,3,2013,"HUNT37 27"
"5","Male","Trampa",0,4,1,"HUNT37",27,3,2013,"HUNT37 27"
"5","Male","Escopeta",0,1,1,"HUNT37",31,7,2013,"HUNT37 31"
"5","Female","Escopeta",0,1,1,"HUNT37",31,7,2013,"HUNT37 31"
"5","Female","Trampa",1,4,1,"HUNT37",32,8,2013,"HUNT37 32"
"5","Male","Trampa",0,2,1,"HUNT37",32,8,2013,"HUNT37 32"
"5","Female","Trampa",0,3,1,"HUNT38",1,8,2010,"HUNT38 1"
"5","Male","Trampa",0,1,1,"HUNT38",1,8,2010,"HUNT38 1"
"4","Female","Trampa",0,4,2,"HUNT38",3,10,2010,"HUNT38 3"
"5","Female","Trampa",0,4,2,"HUNT38",3,10,2010,"HUNT38 3"
"4","Male","Trampa",0,2,2,"HUNT38",3,10,2010,"HUNT38 3"
"5","Male","Trampa",0,1,2,"HUNT38",3,10,2010,"HUNT38 3"
"5","Female","Trampa",0,8,3,"HUNT38",4,11,2010,"HUNT38 4"
"5","Male","Trampa",0,4,3,"HUNT38",4,11,2010,"HUNT38 4"
"5","Female","Trampa",0,9,2,"HUNT38",7,4,2011,"HUNT38 7"
"5","Male","Trampa",0,2,2,"HUNT38",7,4,2011,"HUNT38 7"
"5","Female","Escopeta",0,1,2,"HUNT38",7,4,2011,"HUNT38 7"
"5","Male","Escopeta",0,0,2,"HUNT38",7,4,2011,"HUNT38 7"
"5","Female","Trampa",0,4,1,"HUNT38",8,5,2011,"HUNT38 8"
"5","Male","Trampa",0,4,1,"HUNT38",8,5,2011,"HUNT38 8"
"5","Female","Trampa",0,13,2,"HUNT38",10,7,2011,"HUNT38 10"
"5","Male","Trampa",0,6,2,"HUNT38",10,7,2011,"HUNT38 10"
"5","Female","Trampa",2,16,4,"HUNT38",11,8,2011,"HUNT38 11"
"5","Male","Trampa",1,19,4,"HUNT38",11,8,2011,"HUNT38 11"
"5","Female","Trampa",0,28,4,"HUNT38",12,9,2011,"HUNT38 12"
"5","Male","Trampa",0,9,4,"HUNT38",12,9,2011,"HUNT38 12"
"5","Female","Trampa",0,5,2,"HUNT38",13,10,2011,"HUNT38 13"
"5","Male","Trampa",0,8,2,"HUNT38",13,10,2011,"HUNT38 13"
"5","Female","Trampa",0,1,2,"HUNT38",15,12,2011,"HUNT38 15"
"5","Male","Trampa",0,0,2,"HUNT38",15,12,2011,"HUNT38 15"
"5","Female","Escopeta",1,6,2,"HUNT38",15,12,2011,"HUNT38 15"
"5","Male","Escopeta",0,6,2,"HUNT38",15,12,2011,"HUNT38 15"
"5","Female","Escopeta",2,5,2,"HUNT38",17,3,2012,"HUNT38 17"
"5","Male","Escopeta",1,2,2,"HUNT38",17,3,2012,"HUNT38 17"
"5","Female","Trampa",1,2,2,"HUNT38",17,3,2012,"HUNT38 17"
"5","Male","Trampa",1,0,2,"HUNT38",17,3,2012,"HUNT38 17"
"5","Male","Escopeta",2,6,3,"HUNT38",18,4,2012,"HUNT38 18"
"5","Female","Escopeta",1,12,3,"HUNT38",18,4,2012,"HUNT38 18"
"5","Male","Escopeta",1,6,2,"HUNT38",19,5,2012,"HUNT38 19"
"5","Female","Escopeta",0,5,2,"HUNT38",19,5,2012,"HUNT38 19"
"5","Female","Trampa",0,7,1,"HUNT38",20,6,2012,"HUNT38 20"
"5","Male","Trampa",0,2,1,"HUNT38",20,6,2012,"HUNT38 20"
"5","Female","Trampa",0,14,3,"HUNT38",21,7,2012,"HUNT38 21"
"5","Male","Trampa",0,8,3,"HUNT38",21,7,2012,"HUNT38 21"
"5","Female","Escopeta",2,1,3,"HUNT38",21,7,2012,"HUNT38 21"
"5","Male","Escopeta",0,0,3,"HUNT38",21,7,2012,"HUNT38 21"
"5","Female","Trampa",1,4,1,"HUNT38",22,8,2012,"HUNT38 22"
"5","Male","Trampa",1,1,1,"HUNT38",22,8,2012,"HUNT38 22"
"5","Female","Trampa",0,5,1,"HUNT38",23,10,2012,"HUNT38 23"
"5","Male","Trampa",0,2,1,"HUNT38",23,10,2012,"HUNT38 23"
"5","Female","Trampa",3,16,3,"HUNT38",24,11,2012,"HUNT38 24"
"5","Male","Trampa",1,2,3,"HUNT38",24,11,2012,"HUNT38 24"
"5","Female","Trampa",2,3,1,"HUNT38",25,12,2012,"HUNT38 25"
"5","Male","Trampa",0,1,1,"HUNT38",25,12,2012,"HUNT38 25"
"5","Female","Trampa",1,8,4,"HUNT38",26,2,2013,"HUNT38 26"
"5","Male","Trampa",0,5,4,"HUNT38",26,2,2013,"HUNT38 26"
"5","Female","Trampa",0,10,2,"HUNT38",27,3,2013,"HUNT38 27"
"5","Male","Trampa",1,3,2,"HUNT38",27,3,2013,"HUNT38 27"
"5","Female","Trampa",1,1,2,"HUNT38",31,7,2013,"HUNT38 31"
"5","Male","Trampa",0,0,2,"HUNT38",31,7,2013,"HUNT38 31"
"5","Female","Escopeta",0,0,2,"HUNT38",31,7,2013,"HUNT38 31"
"5","Male","Escopeta",1,0,2,"HUNT38",31,7,2013,"HUNT38 31"
"5","Female","Trampa",0,4,1,"HUNT38",32,8,2013,"HUNT38 32"
"5","Male","Trampa",0,2,1,"HUNT38",32,8,2013,"HUNT38 32"
"4","Female","Trampa",0,5,1,"HUNT38",33,9,2013,"HUNT38 33"
"4","Male","Trampa",0,1,1,"HUNT38",33,9,2013,"HUNT38 33"
"1","Female","Trampa",1,0,1,"HUNT39",1,8,2010,"HUNT39 1"
"1","Female","Trampa",1,0,1,"HUNT39",3,10,2010,"HUNT39 3"
"1","Female","Trampa",4,0,2,"HUNT39",9,6,2011,"HUNT39 9"
"1","Female","Trampa",3,0,1,"HUNT39",10,7,2011,"HUNT39 10"
"1","Female","Trampa",6,0,3,"HUNT39",13,10,2011,"HUNT39 13"
"1","Male","Trampa",3,0,3,"HUNT39",13,10,2011,"HUNT39 13"
"5","Female","Trampa",1,0,1,"HUNT40",27,3,2013,"HUNT40 27"
"5","Male","Escopeta",0,0,2,"HUNT40",31,7,2013,"HUNT40 31"
"5","Female","Escopeta",1,0,2,"HUNT40",31,7,2013,"HUNT40 31"
"5","Male","Trampa",0,1,2,"HUNT40",31,7,2013,"HUNT40 31"
"5","Female","Trampa",0,3,2,"HUNT40",31,7,2013,"HUNT40 31"
"3","Female","Trampa",3,22,4,"HUNT42",3,10,2010,"HUNT42 3"
"3","Male","Trampa",1,9,4,"HUNT42",3,10,2010,"HUNT42 3"
"3","Female","Trampa",4,8,4,"HUNT42",4,11,2010,"HUNT42 4"
"3","Male","Trampa",1,12,4,"HUNT42",4,11,2010,"HUNT42 4"
"3","Female","Escopeta",0,2,4,"HUNT42",4,11,2010,"HUNT42 4"
"3","Male","Escopeta",0,1,4,"HUNT42",4,11,2010,"HUNT42 4"
"3","Female","Trampa",0,9,2,"HUNT42",6,1,2011,"HUNT42 6"
"3","Male","Trampa",0,8,2,"HUNT42",6,1,2011,"HUNT42 6"
"3","Female","Escopeta",0,5,3,"HUNT42",7,4,2011,"HUNT42 7"
"3","Male","Escopeta",0,2,3,"HUNT42",7,4,2011,"HUNT42 7"
"3","Female","Trampa",0,7,3,"HUNT42",7,4,2011,"HUNT42 7"
"3","Male","Trampa",0,6,3,"HUNT42",7,4,2011,"HUNT42 7"
"3","Female","Trampa",5,7,2,"HUNT42",8,5,2011,"HUNT42 8"
"3","Male","Trampa",1,2,2,"HUNT42",8,5,2011,"HUNT42 8"
"3","Female","Trampa",0,6,2,"HUNT42",9,6,2011,"HUNT42 9"
"3","Male","Trampa",2,5,2,"HUNT42",9,6,2011,"HUNT42 9"
"3","Female","Trampa",2,14,2,"HUNT42",10,7,2011,"HUNT42 10"
"3","Female","Trampa",0,12,2,"HUNT42",11,8,2011,"HUNT42 11"
"3","Male","Trampa",3,9,2,"HUNT42",11,8,2011,"HUNT42 11"
"3","Female","Trampa",2,17,2,"HUNT42",12,9,2011,"HUNT42 12"
"3","Male","Trampa",2,4,2,"HUNT42",12,9,2011,"HUNT42 12"
"3","Male","Trampa",0,7,3,"HUNT42",13,10,2011,"HUNT42 13"
"3","Female","Trampa",3,6,3,"HUNT42",13,10,2011,"HUNT42 13"
"3","Male","Escopeta",0,5,3,"HUNT42",13,10,2011,"HUNT42 13"
"3","Female","Escopeta",0,1,3,"HUNT42",13,10,2011,"HUNT42 13"
"3","Female","Trampa",1,4,2,"HUNT42",14,11,2011,"HUNT42 14"
"3","Male","Trampa",1,9,2,"HUNT42",14,11,2011,"HUNT42 14"
"3","Female","Trampa",1,16,3,"HUNT42",15,12,2011,"HUNT42 15"
"3","Male","Trampa",0,8,3,"HUNT42",15,12,2011,"HUNT42 15"
"3","Female","Trampa",0,8,2,"HUNT42",16,1,2012,"HUNT42 16"
"3","Male","Trampa",0,5,2,"HUNT42",16,1,2012,"HUNT42 16"
"3","Female","Escopeta",0,1,2,"HUNT42",16,1,2012,"HUNT42 16"
"3","Male","Escopeta",0,2,2,"HUNT42",16,1,2012,"HUNT42 16"
"3","Female","Trampa",0,1,1,"HUNT42",17,3,2012,"HUNT42 17"
"3","Male","Trampa",0,0,1,"HUNT42",17,3,2012,"HUNT42 17"
"3","Female","Escopeta",1,4,1,"HUNT42",17,3,2012,"HUNT42 17"
"3","Male","Escopeta",0,2,1,"HUNT42",17,3,2012,"HUNT42 17"
"3","Male","Escopeta",0,2,1,"HUNT42",19,5,2012,"HUNT42 19"
"3","Female","Escopeta",0,8,1,"HUNT42",19,5,2012,"HUNT42 19"
"3","Male","Trampa",2,6,3,"HUNT42",20,6,2012,"HUNT42 20"
"3","Female","Trampa",0,14,3,"HUNT42",20,6,2012,"HUNT42 20"
"3","Male","Escopeta",0,1,3,"HUNT42",20,6,2012,"HUNT42 20"
"3","Female","Escopeta",0,3,3,"HUNT42",20,6,2012,"HUNT42 20"
"3","Female","Trampa",0,12,2,"HUNT42",21,7,2012,"HUNT42 21"
"3","Male","Trampa",0,5,2,"HUNT42",21,7,2012,"HUNT42 21"
"3","Female","Escopeta",0,0,2,"HUNT42",21,7,2012,"HUNT42 21"
"3","Male","Escopeta",1,1,2,"HUNT42",21,7,2012,"HUNT42 21"
"3","Female","Trampa",0,15,2,"HUNT42",22,8,2012,"HUNT42 22"
"3","Male","Trampa",0,5,2,"HUNT42",22,8,2012,"HUNT42 22"
"4","Female","Escopeta",0,7,2,"HUNT42",23,10,2012,"HUNT42 23"
"3","Female","Escopeta",0,7,2,"HUNT42",23,10,2012,"HUNT42 23"
"4","Male","Escopeta",1,2,2,"HUNT42",23,10,2012,"HUNT42 23"
"3","Male","Escopeta",0,2,2,"HUNT42",23,10,2012,"HUNT42 23"
"4","Female","Escopeta",3,2,1,"HUNT42",24,11,2012,"HUNT42 24"
"4","Male","Escopeta",0,3,1,"HUNT42",24,11,2012,"HUNT42 24"
"4","Female","Escopeta",0,6,1,"HUNT42",25,12,2012,"HUNT42 25"
"4","Male","Escopeta",0,3,1,"HUNT42",25,12,2012,"HUNT42 25"
"3","Female","Trampa",1,3,3,"HUNT42",26,2,2013,"HUNT42 26"
"3","Male","Trampa",0,1,3,"HUNT42",26,2,2013,"HUNT42 26"
"3","Female","Escopeta",0,7,3,"HUNT42",26,2,2013,"HUNT42 26"
"3","Male","Escopeta",0,4,3,"HUNT42",26,2,2013,"HUNT42 26"
"3","Male","Trampa",0,6,2,"HUNT42",27,3,2013,"HUNT42 27"
"3","Female","Trampa",0,3,2,"HUNT42",27,3,2013,"HUNT42 27"
"3","Male","Escopeta",0,0,2,"HUNT42",27,3,2013,"HUNT42 27"
"3","Female","Escopeta",0,1,2,"HUNT42",27,3,2013,"HUNT42 27"
"1","Female","Escopeta",4,0,3,"HUNT44",17,3,2012,"HUNT44 17"
"2","Female","Escopeta",1,3,3,"HUNT44",17,3,2012,"HUNT44 17"
"3","Female","Escopeta",2,5,3,"HUNT44",17,3,2012,"HUNT44 17"
"1","Male","Escopeta",1,0,3,"HUNT44",17,3,2012,"HUNT44 17"
"2","Male","Escopeta",1,0,3,"HUNT44",17,3,2012,"HUNT44 17"
"3","Male","Escopeta",0,0,3,"HUNT44",17,3,2012,"HUNT44 17"
"2","Female","Escopeta",0,10,2,"HUNT44",18,4,2012,"HUNT44 18"
"2","Male","Escopeta",0,4,2,"HUNT44",18,4,2012,"HUNT44 18"
"2","Female","Escopeta",0,4,4,"HUNT44",19,5,2012,"HUNT44 19"
"1","Female","Escopeta",1,14,4,"HUNT44",19,5,2012,"HUNT44 19"
"2","Male","Escopeta",0,2,4,"HUNT44",19,5,2012,"HUNT44 19"
"1","Male","Escopeta",0,8,4,"HUNT44",19,5,2012,"HUNT44 19"
"1","Female","Trampa",5,2,2,"HUNT44",20,6,2012,"HUNT44 20"
"1","Male","Trampa",5,1,2,"HUNT44",20,6,2012,"HUNT44 20"
"1","Female","Trampa",2,8,3,"HUNT44",21,7,2012,"HUNT44 21"
"1","Male","Trampa",2,8,3,"HUNT44",21,7,2012,"HUNT44 21"
"1","Female","Trampa",7,4,3,"HUNT44",22,8,2012,"HUNT44 22"
"1","Male","Trampa",0,6,3,"HUNT44",22,8,2012,"HUNT44 22"
"1","Female","Trampa",4,2,4,"HUNT45",10,7,2011,"HUNT45 10"
"2","Female","Trampa",1,6,4,"HUNT45",10,7,2011,"HUNT45 10"
"1","Male","Trampa",2,0,4,"HUNT45",10,7,2011,"HUNT45 10"
"2","Male","Trampa",1,0,4,"HUNT45",10,7,2011,"HUNT45 10"
"2","Female","Trampa",2,1,1,"HUNT45",11,8,2011,"HUNT45 11"
"2","Male","Trampa",0,3,1,"HUNT45",11,8,2011,"HUNT45 11"
"5","Female","Trampa",1,6,2,"HUNT46",1,8,2010,"HUNT46 1"
"5","Male","Trampa",2,5,2,"HUNT46",1,8,2010,"HUNT46 1"
"5","Female","Escopeta",2,0,2,"HUNT46",1,8,2010,"HUNT46 1"
"5","Male","Escopeta",1,0,2,"HUNT46",1,8,2010,"HUNT46 1"
"5","Female","Trampa",1,11,2,"HUNT46",2,9,2010,"HUNT46 2"
"5","Male","Trampa",0,10,2,"HUNT46",2,9,2010,"HUNT46 2"
"5","Female","Escopeta",0,2,2,"HUNT46",2,9,2010,"HUNT46 2"
"5","Male","Escopeta",1,0,2,"HUNT46",2,9,2010,"HUNT46 2"
"5","Male","Escopeta",0,0,4,"HUNT46",3,10,2010,"HUNT46 3"
"5","Female","Escopeta",0,0,4,"HUNT46",3,10,2010,"HUNT46 3"
"5","Male","Trampa",0,13,4,"HUNT46",3,10,2010,"HUNT46 3"
"5","Female","Trampa",0,15,4,"HUNT46",3,10,2010,"HUNT46 3"
"5","Female","Trampa",0,12,3,"HUNT46",4,11,2010,"HUNT46 4"
"5","Male","Trampa",0,5,3,"HUNT46",4,11,2010,"HUNT46 4"
"5","Female","Escopeta",1,6,3,"HUNT46",4,11,2010,"HUNT46 4"
"5","Male","Escopeta",1,2,3,"HUNT46",4,11,2010,"HUNT46 4"
"5","Female","Trampa",0,8,2,"HUNT46",8,5,2011,"HUNT46 8"
"5","Male","Trampa",0,5,2,"HUNT46",8,5,2011,"HUNT46 8"
"5","Female","Escopeta",0,2,2,"HUNT46",8,5,2011,"HUNT46 8"
"5","Male","Escopeta",0,5,2,"HUNT46",8,5,2011,"HUNT46 8"
"5","Female","Escopeta",4,5,2,"HUNT46",9,6,2011,"HUNT46 9"
"5","Male","Escopeta",0,2,2,"HUNT46",9,6,2011,"HUNT46 9"
"5","Female","Trampa",0,1,2,"HUNT46",9,6,2011,"HUNT46 9"
"5","Male","Trampa",0,0,2,"HUNT46",9,6,2011,"HUNT46 9"
"5","Female","Escopeta",5,6,3,"HUNT46",10,7,2011,"HUNT46 10"
"5","Male","Escopeta",1,3,3,"HUNT46",10,7,2011,"HUNT46 10"
"5","Female","Trampa",1,2,3,"HUNT46",10,7,2011,"HUNT46 10"
"5","Male","Trampa",0,0,3,"HUNT46",10,7,2011,"HUNT46 10"
"5","Female","Trampa",0,6,2,"HUNT46",11,8,2011,"HUNT46 11"
"5","Male","Trampa",0,4,2,"HUNT46",11,8,2011,"HUNT46 11"
"5","Female","Escopeta",2,4,2,"HUNT46",11,8,2011,"HUNT46 11"
"5","Male","Escopeta",3,0,2,"HUNT46",11,8,2011,"HUNT46 11"
"5","Female","Trampa",2,11,1,"HUNT46",12,9,2011,"HUNT46 12"
"5","Female","Trampa",0,3,1,"HUNT46",13,10,2011,"HUNT46 13"
"5","Male","Trampa",0,3,1,"HUNT46",13,10,2011,"HUNT46 13"
"5","Female","Escopeta",1,0,1,"HUNT46",13,10,2011,"HUNT46 13"
"5","Male","Escopeta",1,0,1,"HUNT46",13,10,2011,"HUNT46 13"
"5","Female","Trampa",0,1,1,"HUNT46",15,12,2011,"HUNT46 15"
"5","Male","Trampa",0,0,1,"HUNT46",15,12,2011,"HUNT46 15"
"5","Female","Escopeta",1,3,1,"HUNT46",15,12,2011,"HUNT46 15"
"5","Male","Escopeta",0,2,1,"HUNT46",15,12,2011,"HUNT46 15"
"4","Female","Escopeta",0,18,4,"HUNT47",2,9,2010,"HUNT47 2"
"4","Male","Escopeta",0,6,4,"HUNT47",2,9,2010,"HUNT47 2"
"4","Male","Escopeta",1,2,2,"HUNT47",3,10,2010,"HUNT47 3"
"4","Female","Escopeta",0,4,2,"HUNT47",3,10,2010,"HUNT47 3"
"3","Female","Trampa",0,6,1,"HUNT47",4,11,2010,"HUNT47 4"
"3","Male","Trampa",0,2,1,"HUNT47",4,11,2010,"HUNT47 4"
"4","Female","Escopeta",0,3,1,"HUNT47",5,12,2010,"HUNT47 5"
"4","Male","Escopeta",0,2,1,"HUNT47",5,12,2010,"HUNT47 5"
"3","Female","Escopeta",0,3,1,"HUNT47",6,1,2011,"HUNT47 6"
"3","Male","Escopeta",0,1,1,"HUNT47",6,1,2011,"HUNT47 6"
"3","Female","Escopeta",0,5,1,"HUNT47",7,4,2011,"HUNT47 7"
"3","Male","Escopeta",0,2,1,"HUNT47",7,4,2011,"HUNT47 7"
"3","Female","Escopeta",0,6,1,"HUNT47",16,1,2012,"HUNT47 16"
"3","Male","Escopeta",0,2,1,"HUNT47",16,1,2012,"HUNT47 16"
"4","Female","Escopeta",0,6,1,"HUNT47",18,4,2012,"HUNT47 18"
"4","Male","Escopeta",0,4,1,"HUNT47",18,4,2012,"HUNT47 18"
"3","Female","Escopeta",0,6,3,"HUNT47",19,5,2012,"HUNT47 19"
"5","Female","Escopeta",1,11,3,"HUNT47",19,5,2012,"HUNT47 19"
"3","Male","Escopeta",0,3,3,"HUNT47",19,5,2012,"HUNT47 19"
"5","Male","Escopeta",2,3,3,"HUNT47",19,5,2012,"HUNT47 19"
"4","Female","Escopeta",0,4,1,"HUNT47",20,6,2012,"HUNT47 20"
"4","Male","Escopeta",0,3,1,"HUNT47",20,6,2012,"HUNT47 20"
"4","Female","Escopeta",0,4,1,"HUNT47",21,7,2012,"HUNT47 21"
"4","Male","Escopeta",0,2,1,"HUNT47",21,7,2012,"HUNT47 21"
"4","Female","Trampa",0,2,2,"HUNT47",22,8,2012,"HUNT47 22"
"4","Male","Trampa",0,2,2,"HUNT47",22,8,2012,"HUNT47 22"
"4","Female","Escopeta",0,6,2,"HUNT47",22,8,2012,"HUNT47 22"
"4","Male","Escopeta",0,7,2,"HUNT47",22,8,2012,"HUNT47 22"
"3","Female","Escopeta",0,10,2,"HUNT47",23,10,2012,"HUNT47 23"
"3","Male","Escopeta",0,5,2,"HUNT47",23,10,2012,"HUNT47 23"
"4","Female","Escopeta",0,5,2,"HUNT47",24,11,2012,"HUNT47 24"
"3","Female","Escopeta",0,5,2,"HUNT47",24,11,2012,"HUNT47 24"
"4","Male","Escopeta",0,1,2,"HUNT47",24,11,2012,"HUNT47 24"
"3","Male","Escopeta",0,2,2,"HUNT47",24,11,2012,"HUNT47 24"
"3","Male","Trampa",0,1,1,"HUNT47",31,7,2013,"HUNT47 31"
"3","Female","Trampa",0,3,1,"HUNT47",31,7,2013,"HUNT47 31"
"3","Female","Trampa",1,6,2,"HUNT47",32,8,2013,"HUNT47 32"
